#doc source pos typeindex type topic
#alpha : 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 
#beta : 0.01
3 sample-data/web/de/hoechst.txt 123 290 baudenkmal 5
3 sample-data/web/de/hoechst.txt 124 291 chsts 5
3 sample-data/web/de/hoechst.txt 125 87 ist 5
3 sample-data/web/de/hoechst.txt 126 20 die 6
3 sample-data/web/de/hoechst.txt 127 292 karolingische 2
3 sample-data/web/de/hoechst.txt 128 293 justinuskirche 6
3 sample-data/web/de/hoechst.txt 129 20 die 6
3 sample-data/web/de/hoechst.txt 130 294 wesentlichen 5
3 sample-data/web/de/hoechst.txt 131 295 teilen 1
3 sample-data/web/de/hoechst.txt 132 55 aus 5
3 sample-data/web/de/hoechst.txt 133 56 dem 9
3 sample-data/web/de/hoechst.txt 134 296 jahrhundert 2
3 sample-data/web/de/hoechst.txt 135 297 stammt 1
3 sample-data/web/de/hoechst.txt 136 20 die 6
3 sample-data/web/de/hoechst.txt 137 298 gut 5
3 sample-data/web/de/hoechst.txt 138 299 erhaltene 5
3 sample-data/web/de/hoechst.txt 139 300 chster 9
3 sample-data/web/de/hoechst.txt 140 301 altstadt 5
3 sample-data/web/de/hoechst.txt 141 302 steht 2
3 sample-data/web/de/hoechst.txt 142 219 seit 5
3 sample-data/web/de/hoechst.txt 143 303 unter 5
3 sample-data/web/de/hoechst.txt 144 304 denkmalschutz 1
3 sample-data/web/de/hoechst.txt 145 20 die 6
3 sample-data/web/de/hoechst.txt 146 246 meisten 5
3 sample-data/web/de/hoechst.txt 147 305 fachwerkh 6
3 sample-data/web/de/hoechst.txt 148 306 user 5
3 sample-data/web/de/hoechst.txt 149 307 auf 7
3 sample-data/web/de/hoechst.txt 150 308 mittelalterlichem 1
3 sample-data/web/de/hoechst.txt 151 309 stadtgrundriss 1
3 sample-data/web/de/hoechst.txt 152 310 stammen 6
3 sample-data/web/de/hoechst.txt 153 55 aus 5
3 sample-data/web/de/hoechst.txt 154 2 der 5
3 sample-data/web/de/hoechst.txt 155 136 zeit 6
3 sample-data/web/de/hoechst.txt 156 65 nach 7
3 sample-data/web/de/hoechst.txt 157 56 dem 9
3 sample-data/web/de/hoechst.txt 158 50 gro 5
3 sample-data/web/de/hoechst.txt 159 208 en 5
3 sample-data/web/de/hoechst.txt 160 311 stadtbrand 5
3 sample-data/web/de/hoechst.txt 161 205 von 1
4 sample-data/web/de/indogermanische.txt 0 20 die 6
4 sample-data/web/de/indogermanische.txt 1 312 indogermanische 6
4 sample-data/web/de/indogermanische.txt 2 313 ursprache 9
4 sample-data/web/de/indogermanische.txt 3 314 protoindoeurop 9
4 sample-data/web/de/indogermanische.txt 4 315 isch 7
4 sample-data/web/de/indogermanische.txt 5 316 pie 6
4 sample-data/web/de/indogermanische.txt 6 157 auch 9
4 sample-data/web/de/indogermanische.txt 7 317 indoeurop 9
4 sample-data/web/de/indogermanische.txt 8 315 isch 7
4 sample-data/web/de/indogermanische.txt 9 98 oder 9
4 sample-data/web/de/indogermanische.txt 10 318 urindogermanisch 5
4 sample-data/web/de/indogermanische.txt 11 319 uig 8
4 sample-data/web/de/indogermanische.txt 12 87 ist 5
4 sample-data/web/de/indogermanische.txt 13 20 die 6
4 sample-data/web/de/indogermanische.txt 14 320 gemeinsame 9
4 sample-data/web/de/indogermanische.txt 15 321 vorl 5
4 sample-data/web/de/indogermanische.txt 16 322 uferin 7
4 sample-data/web/de/indogermanische.txt 17 2 der 5
4 sample-data/web/de/indogermanische.txt 18 323 indogermanischen 9
4 sample-data/web/de/indogermanische.txt 19 324 sprachen 9
4 sample-data/web/de/indogermanische.txt 20 325 wie 4
4 sample-data/web/de/indogermanische.txt 21 104 sie 9
4 sample-data/web/de/indogermanische.txt 22 214 vor 5
4 sample-data/web/de/indogermanische.txt 23 326 vielleicht 1
4 sample-data/web/de/indogermanische.txt 24 276 jahren 1
4 sample-data/web/de/indogermanische.txt 25 327 vermutlich 6
4 sample-data/web/de/indogermanische.txt 26 2 der 5
4 sample-data/web/de/indogermanische.txt 27 6 des 6
4 sample-data/web/de/indogermanische.txt 28 328 schwarzen 6
4 sample-data/web/de/indogermanische.txt 29 329 meeres 8
4 sample-data/web/de/indogermanische.txt 30 330 gesprochen 9
4 sample-data/web/de/indogermanische.txt 31 119 wurde 5
4 sample-data/web/de/indogermanische.txt 32 331 es 3
4 sample-data/web/de/indogermanische.txt 33 87 ist 5
4 sample-data/web/de/indogermanische.txt 34 93 eine 9
4 sample-data/web/de/indogermanische.txt 35 2 der 5
4 sample-data/web/de/indogermanische.txt 36 50 gro 5
4 sample-data/web/de/indogermanische.txt 37 208 en 5
4 sample-data/web/de/indogermanische.txt 38 332 leistungen 3
4 sample-data/web/de/indogermanische.txt 39 2 der 5
4 sample-data/web/de/indogermanische.txt 40 333 sprachwissenschaftler 8
4 sample-data/web/de/indogermanische.txt 41 219 seit 5
4 sample-data/web/de/indogermanische.txt 42 56 dem 9
4 sample-data/web/de/indogermanische.txt 43 334 beginn 2
4 sample-data/web/de/indogermanische.txt 44 6 des 6
4 sample-data/web/de/indogermanische.txt 45 335 jahrhunderts 6
4 sample-data/web/de/indogermanische.txt 46 55 aus 5
4 sample-data/web/de/indogermanische.txt 47 2 der 5
4 sample-data/web/de/indogermanische.txt 48 336 betrachtung 7
4 sample-data/web/de/indogermanische.txt 49 2 der 5
4 sample-data/web/de/indogermanische.txt 50 337 gemeinsamkeiten 9
4 sample-data/web/de/indogermanische.txt 51 9 und 5
4 sample-data/web/de/indogermanische.txt 52 2 der 5
4 sample-data/web/de/indogermanische.txt 53 338 systematischen 8
4 sample-data/web/de/indogermanische.txt 54 339 unterschiede 7
4 sample-data/web/de/indogermanische.txt 55 2 der 5
4 sample-data/web/de/indogermanische.txt 56 323 indogermanischen 9
4 sample-data/web/de/indogermanische.txt 57 324 sprachen 9
4 sample-data/web/de/indogermanische.txt 58 340 untereinander 7
4 sample-data/web/de/indogermanische.txt 59 93 eine 9
4 sample-data/web/de/indogermanische.txt 60 341 plausible 4
4 sample-data/web/de/indogermanische.txt 61 342 beschreibung 9
4 sample-data/web/de/indogermanische.txt 62 2 der 5
4 sample-data/web/de/indogermanische.txt 63 343 gestalt 9
4 sample-data/web/de/indogermanische.txt 64 190 dieser 6
4 sample-data/web/de/indogermanische.txt 65 313 ursprache 9
4 sample-data/web/de/indogermanische.txt 66 344 extrapoliert 2
4 sample-data/web/de/indogermanische.txt 67 15 zu 6
4 sample-data/web/de/indogermanische.txt 68 345 haben 9
4 sample-data/web/de/indogermanische.txt 69 2 der 5
4 sample-data/web/de/indogermanische.txt 70 346 erwerb 6
4 sample-data/web/de/indogermanische.txt 71 2 der 5
4 sample-data/web/de/indogermanische.txt 72 347 sprachf 9
4 sample-data/web/de/indogermanische.txt 73 348 higkeit 9
4 sample-data/web/de/indogermanische.txt 74 269 durch 5
4 sample-data/web/de/indogermanische.txt 75 20 die 6
4 sample-data/web/de/indogermanische.txt 76 349 menschheit 6
4 sample-data/web/de/indogermanische.txt 77 350 lag 8
4 sample-data/web/de/indogermanische.txt 78 73 zur 9
4 sample-data/web/de/indogermanische.txt 79 136 zeit 6
4 sample-data/web/de/indogermanische.txt 80 2 der 5
4 sample-data/web/de/indogermanische.txt 81 323 indogermanischen 9
4 sample-data/web/de/indogermanische.txt 82 313 ursprache 9
4 sample-data/web/de/indogermanische.txt 83 234 etwa 6
4 sample-data/web/de/indogermanische.txt 84 121 jahre 9
4 sample-data/web/de/indogermanische.txt 85 73 zur 9
4 sample-data/web/de/indogermanische.txt 86 351 ck 5
4 sample-data/web/de/indogermanische.txt 87 20 die 6
4 sample-data/web/de/indogermanische.txt 88 352 benennung 4
4 sample-data/web/de/indogermanische.txt 89 2 der 5
4 sample-data/web/de/indogermanische.txt 90 353 rekonstruierten 9
4 sample-data/web/de/indogermanische.txt 91 354 sprache 6
4 sample-data/web/de/indogermanische.txt 92 62 als 6
4 sample-data/web/de/indogermanische.txt 93 312 indogermanische 6
4 sample-data/web/de/indogermanische.txt 94 313 ursprache 9
4 sample-data/web/de/indogermanische.txt 95 355 impliziert 9
4 sample-data/web/de/indogermanische.txt 96 223 daher 5
4 sample-data/web/de/indogermanische.txt 97 356 keinesfalls 0
4 sample-data/web/de/indogermanische.txt 98 357 dass 9
4 sample-data/web/de/indogermanische.txt 99 20 die 6
4 sample-data/web/de/indogermanische.txt 100 354 sprache 6
4 sample-data/web/de/indogermanische.txt 101 358 irgendeiner 9
4 sample-data/web/de/indogermanische.txt 102 359 hinsicht 3
4 sample-data/web/de/indogermanische.txt 103 360 archaisch 9
4 sample-data/web/de/indogermanische.txt 104 98 oder 9
4 sample-data/web/de/indogermanische.txt 105 361 primitiv 7
4 sample-data/web/de/indogermanische.txt 106 362 gewesen 7
4 sample-data/web/de/indogermanische.txt 107 363 sei 5
4 sample-data/web/de/indogermanische.txt 108 364 ebenso 5
4 sample-data/web/de/indogermanische.txt 109 365 wenig 7
4 sample-data/web/de/indogermanische.txt 110 366 handelt 0
4 sample-data/web/de/indogermanische.txt 111 331 es 5
4 sample-data/web/de/indogermanische.txt 112 110 sich 5
4 sample-data/web/de/indogermanische.txt 113 91 bei 9
4 sample-data/web/de/indogermanische.txt 114 367 ihrer 7
4 sample-data/web/de/indogermanische.txt 115 368 rekonstruktion 6
4 sample-data/web/de/indogermanische.txt 116 369 um 6
4 sample-data/web/de/indogermanische.txt 117 173 den 6
4 sample-data/web/de/indogermanische.txt 118 370 versuch 6
4 sample-data/web/de/indogermanische.txt 119 20 die 6
4 sample-data/web/de/indogermanische.txt 120 371 sogenannte 9
4 sample-data/web/de/indogermanische.txt 121 372 welt 3
4 sample-data/web/de/indogermanische.txt 122 313 ursprache 9
4 sample-data/web/de/indogermanische.txt 123 15 zu 6
4 sample-data/web/de/indogermanische.txt 124 373 finden 8
5 sample-data/web/de/konrad.txt 0 374 konrad 1
5 sample-data/web/de/konrad.txt 1 369 um 6
5 sample-data/web/de/konrad.txt 2 39 dezember 6
5 sample-data/web/de/konrad.txt 3 375 weilburg 6
5 sample-data/web/de/konrad.txt 4 376 beerdigt 6
5 sample-data/web/de/konrad.txt 5 377 fulda 1
5 sample-data/web/de/konrad.txt 6 1 war 1
5 sample-data/web/de/konrad.txt 7 219 seit 5
5 sample-data/web/de/konrad.txt 8 378 herzog 0
5 sample-data/web/de/konrad.txt 9 205 von 1
5 sample-data/web/de/konrad.txt 10 379 franken 4
5 sample-data/web/de/konrad.txt 11 9 und 5
5 sample-data/web/de/konrad.txt 12 205 von 1
5 sample-data/web/de/konrad.txt 13 207 bis 6
5 sample-data/web/de/konrad.txt 14 380 nig 9
5 sample-data/web/de/konrad.txt 15 6 des 6
5 sample-data/web/de/konrad.txt 16 381 ostfrankenreichs 6
5 sample-data/web/de/konrad.txt 17 382 adelsfehden 1
5 sample-data/web/de/konrad.txt 18 277 zwischen 1
5 sample-data/web/de/konrad.txt 19 173 den 6
5 sample-data/web/de/konrad.txt 20 383 chtigen 1
5 sample-data/web/de/konrad.txt 21 384 aristokratenfamilien 6
5 sample-data/web/de/konrad.txt 22 369 um 6
5 sample-data/web/de/konrad.txt 23 20 die 6
5 sample-data/web/de/konrad.txt 24 385 vorherrschaft 1
5 sample-data/web/de/konrad.txt 25 173 den 6
5 sample-data/web/de/konrad.txt 26 386 einzelnen 1
5 sample-data/web/de/konrad.txt 27 387 stammesgebieten 0
5 sample-data/web/de/konrad.txt 28 6 des 6
5 sample-data/web/de/konrad.txt 29 388 ostfr 1
5 sample-data/web/de/konrad.txt 30 389 nkischen 5
5 sample-data/web/de/konrad.txt 31 390 reiches 6
5 sample-data/web/de/konrad.txt 32 20 die 6
5 sample-data/web/de/konrad.txt 33 391 wiederholten 2
5 sample-data/web/de/konrad.txt 34 392 ungarneinf 9
5 sample-data/web/de/konrad.txt 35 393 lle 6
5 sample-data/web/de/konrad.txt 36 9 und 5
5 sample-data/web/de/konrad.txt 37 20 die 6
5 sample-data/web/de/konrad.txt 38 394 schw 1
5 sample-data/web/de/konrad.txt 39 395 che 4
5 sample-data/web/de/konrad.txt 40 6 des 6
5 sample-data/web/de/konrad.txt 41 396 karolingischen 2
5 sample-data/web/de/konrad.txt 42 397 nigtums 6
5 sample-data/web/de/konrad.txt 43 398 hrten 6
5 sample-data/web/de/konrad.txt 44 73 zur 9
5 sample-data/web/de/konrad.txt 45 399 etablierung 1
5 sample-data/web/de/konrad.txt 46 400 regionaler 6
5 sample-data/web/de/konrad.txt 47 401 mittelgewalten 6
5 sample-data/web/de/konrad.txt 48 173 den 6
5 sample-data/web/de/konrad.txt 49 47 sp 1
5 sample-data/web/de/konrad.txt 50 402 teren 6
5 sample-data/web/de/konrad.txt 51 403 herzogt 6
5 sample-data/web/de/konrad.txt 52 404 mern 5
5 sample-data/web/de/konrad.txt 53 405 diese 6
5 sample-data/web/de/konrad.txt 54 136 zeit 6
5 sample-data/web/de/konrad.txt 55 406 fiel 6
5 sample-data/web/de/konrad.txt 56 2 der 5
5 sample-data/web/de/konrad.txt 57 407 aufstieg 1
5 sample-data/web/de/konrad.txt 58 408 konrads 6
5 sample-data/web/de/konrad.txt 59 2 der 5
5 sample-data/web/de/konrad.txt 60 409 selbst 5
5 sample-data/web/de/konrad.txt 61 75 ein 6
5 sample-data/web/de/konrad.txt 62 410 repr 5
5 sample-data/web/de/konrad.txt 63 411 sentant 1
5 sample-data/web/de/konrad.txt 64 190 dieser 6
5 sample-data/web/de/konrad.txt 65 412 aufsteigenden 5
5 sample-data/web/de/konrad.txt 66 200 regionen 9
5 sample-data/web/de/konrad.txt 67 9 und 5
5 sample-data/web/de/konrad.txt 68 413 zugleich 6
5 sample-data/web/de/konrad.txt 69 414 regiment 9
5 sample-data/web/de/konrad.txt 70 6 des 6
5 sample-data/web/de/konrad.txt 71 388 ostfr 1
5 sample-data/web/de/konrad.txt 72 389 nkischen 5
5 sample-data/web/de/konrad.txt 73 415 karolingers 4
5 sample-data/web/de/konrad.txt 74 416 ludwig 5
5 sample-data/web/de/konrad.txt 75 6 des 6
5 sample-data/web/de/konrad.txt 76 417 kindes 9
5 sample-data/web/de/konrad.txt 77 418 beteiligt 6
5 sample-data/web/de/konrad.txt 78 1 war 1
5 sample-data/web/de/konrad.txt 79 62 als 6
5 sample-data/web/de/konrad.txt 80 380 nig 9
5 sample-data/web/de/konrad.txt 81 419 versuchte 1
5 sample-data/web/de/konrad.txt 82 374 konrad 1
5 sample-data/web/de/konrad.txt 83 110 sich 5
5 sample-data/web/de/konrad.txt 84 2 der 5
5 sample-data/web/de/konrad.txt 85 420 anbahnenden 9
5 sample-data/web/de/konrad.txt 86 421 aufl 2
5 sample-data/web/de/konrad.txt 87 422 sung 6
5 sample-data/web/de/konrad.txt 88 6 des 6
5 sample-data/web/de/konrad.txt 89 423 reichsverbandes 3
5 sample-data/web/de/konrad.txt 90 424 entgegen 1
5 sample-data/web/de/konrad.txt 91 15 zu 6
5 sample-data/web/de/konrad.txt 92 425 stellen 4
5 sample-data/web/de/konrad.txt 93 9 und 5
5 sample-data/web/de/konrad.txt 94 20 die 6
5 sample-data/web/de/konrad.txt 95 426 herrschaft 6
5 sample-data/web/de/konrad.txt 96 427 wieder 0
5 sample-data/web/de/konrad.txt 97 78 im 1
5 sample-data/web/de/konrad.txt 98 428 ganzen 6
5 sample-data/web/de/konrad.txt 99 429 reich 6
5 sample-data/web/de/konrad.txt 100 430 auszu 1
5 sample-data/web/de/konrad.txt 101 431 ben 6
5 sample-data/web/de/konrad.txt 102 432 seine 1
5 sample-data/web/de/konrad.txt 103 433 siebenj 5
5 sample-data/web/de/konrad.txt 104 434 hrige 8
5 sample-data/web/de/konrad.txt 105 435 regierungszeit 5
5 sample-data/web/de/konrad.txt 106 87 ist 5
5 sample-data/web/de/konrad.txt 107 223 daher 5
5 sample-data/web/de/konrad.txt 108 436 haupts 6
5 sample-data/web/de/konrad.txt 109 437 chlich 6
5 sample-data/web/de/konrad.txt 110 269 durch 5
5 sample-data/web/de/konrad.txt 111 20 die 6
5 sample-data/web/de/konrad.txt 112 438 konflikte 6
5 sample-data/web/de/konrad.txt 113 32 mit 5
5 sample-data/web/de/konrad.txt 114 173 den 6
5 sample-data/web/de/konrad.txt 115 388 ostfr 1
5 sample-data/web/de/konrad.txt 116 389 nkischen 5
5 sample-data/web/de/konrad.txt 117 439 herz 6
5 sample-data/web/de/konrad.txt 118 440 gen 3
5 sample-data/web/de/konrad.txt 119 441 duces 4
5 sample-data/web/de/konrad.txt 120 2 der 5
5 sample-data/web/de/konrad.txt 121 386 einzelnen 1
5 sample-data/web/de/konrad.txt 122 442 teilreiche 5
5 sample-data/web/de/konrad.txt 123 9 und 5
5 sample-data/web/de/konrad.txt 124 269 durch 5
5 sample-data/web/de/konrad.txt 125 20 die 6
5 sample-data/web/de/konrad.txt 126 392 ungarneinf 9
5 sample-data/web/de/konrad.txt 127 393 lle 6
5 sample-data/web/de/konrad.txt 128 443 gepr 2
5 sample-data/web/de/konrad.txt 129 264 gt 6
5 sample-data/web/de/konrad.txt 130 408 konrads 6
5 sample-data/web/de/konrad.txt 131 426 herrschaft 6
5 sample-data/web/de/konrad.txt 132 444 bildete 1
5 sample-data/web/de/konrad.txt 133 173 den 6
5 sample-data/web/de/konrad.txt 134 445 bergang 9
5 sample-data/web/de/konrad.txt 135 205 von 1
5 sample-data/web/de/konrad.txt 136 173 den 6
5 sample-data/web/de/konrad.txt 137 446 karolingern 9
5 sample-data/web/de/konrad.txt 138 15 zu 6
5 sample-data/web/de/konrad.txt 139 173 den 6
5 sample-data/web/de/konrad.txt 140 447 ottonen 1
5 sample-data/web/de/konrad.txt 141 103 da 5
5 sample-data/web/de/konrad.txt 142 331 es 5
5 sample-data/web/de/konrad.txt 143 448 ihm 1
5 sample-data/web/de/konrad.txt 144 112 nicht 9
5 sample-data/web/de/konrad.txt 145 449 gelang 4
5 sample-data/web/de/konrad.txt 146 93 eine 1
5 sample-data/web/de/konrad.txt 147 450 neue 2
5 sample-data/web/de/konrad.txt 148 451 nigsdynastie 1
5 sample-data/web/de/konrad.txt 149 15 zu 6
5 sample-data/web/de/konrad.txt 150 452 begr 6
5 sample-data/web/de/konrad.txt 151 453 nden 6
5 sample-data/web/de/konrad.txt 152 204 er 1
5 sample-data/web/de/konrad.txt 153 454 hrte 1
5 sample-data/web/de/konrad.txt 154 20 die 6
5 sample-data/web/de/konrad.txt 155 455 herrschaftspraxis 6
5 sample-data/web/de/konrad.txt 156 2 der 5
5 sample-data/web/de/konrad.txt 157 456 karolinger 3
5 sample-data/web/de/konrad.txt 158 457 fort 5
5 sample-data/web/de/konrad.txt 159 432 seine 1
5 sample-data/web/de/konrad.txt 160 136 zeit 6
5 sample-data/web/de/konrad.txt 161 114 geh 9
5 sample-data/web/de/konrad.txt 162 115 rt 9
5 sample-data/web/de/konrad.txt 163 15 zu 6
5 sample-data/web/de/konrad.txt 164 173 den 6
5 sample-data/web/de/konrad.txt 165 458 quellen 2
5 sample-data/web/de/konrad.txt 166 459 rmsten 5
5 sample-data/web/de/konrad.txt 167 6 des 6
5 sample-data/web/de/konrad.txt 168 460 gesamten 6
5 sample-data/web/de/konrad.txt 169 461 mittelalters 6
5 sample-data/web/de/konrad.txt 170 58 hrend 1
5 sample-data/web/de/konrad.txt 171 20 die 6
5 sample-data/web/de/konrad.txt 172 462 jahrzehnte 2
5 sample-data/web/de/konrad.txt 173 47 sp 1
5 sample-data/web/de/konrad.txt 174 48 ter 9
5 sample-data/web/de/konrad.txt 175 463 verfassten 6
5 sample-data/web/de/konrad.txt 176 464 ottonischen 4
5 sample-data/web/de/konrad.txt 177 465 geschichtswerke 6
5 sample-data/web/de/konrad.txt 178 374 konrad 1
5 sample-data/web/de/konrad.txt 179 466 noch 8
5 sample-data/web/de/konrad.txt 180 467 positive 1
5 sample-data/web/de/konrad.txt 181 468 eigenschaften 1
5 sample-data/web/de/konrad.txt 182 469 zuweisen 5
5 sample-data/web/de/konrad.txt 183 224 gilt 1
5 sample-data/web/de/konrad.txt 184 204 er 1
5 sample-data/web/de/konrad.txt 185 2 der 5
5 sample-data/web/de/konrad.txt 186 470 forschung 1
5 sample-data/web/de/konrad.txt 187 471 oftmals 9
5 sample-data/web/de/konrad.txt 188 32 mit 5
5 sample-data/web/de/konrad.txt 189 472 seiner 1
5 sample-data/web/de/konrad.txt 190 428 ganzen 6
5 sample-data/web/de/konrad.txt 191 435 regierungszeit 5
5 sample-data/web/de/konrad.txt 192 62 als 6
5 sample-data/web/de/konrad.txt 193 473 gescheitert 1
5 sample-data/web/de/konrad.txt 194 135 lange 5
5 sample-data/web/de/konrad.txt 195 136 zeit 6
5 sample-data/web/de/konrad.txt 196 119 wurde 5
5 sample-data/web/de/konrad.txt 197 20 die 6
5 sample-data/web/de/konrad.txt 198 474 nigswahl 6
5 sample-data/web/de/konrad.txt 199 408 konrads 6
5 sample-data/web/de/konrad.txt 200 62 als 6
5 sample-data/web/de/konrad.txt 201 334 beginn 2
5 sample-data/web/de/konrad.txt 202 274 einer 1
5 sample-data/web/de/konrad.txt 203 475 deutschen 1
5 sample-data/web/de/konrad.txt 204 476 geschichte 5
5 sample-data/web/de/konrad.txt 205 477 verortet 1
5 sample-data/web/de/konrad.txt 206 478 erst 6
5 sample-data/web/de/konrad.txt 207 479 ngst 3
5 sample-data/web/de/konrad.txt 208 480 setzte 5
5 sample-data/web/de/konrad.txt 209 110 sich 5
5 sample-data/web/de/konrad.txt 210 20 die 6
5 sample-data/web/de/konrad.txt 211 481 auffassung 1
5 sample-data/web/de/konrad.txt 212 269 durch 5
5 sample-data/web/de/konrad.txt 213 357 dass 9
5 sample-data/web/de/konrad.txt 214 82 das 9
5 sample-data/web/de/konrad.txt 215 482 deutsche 0
5 sample-data/web/de/konrad.txt 216 429 reich 6
5 sample-data/web/de/konrad.txt 217 112 nicht 9
5 sample-data/web/de/konrad.txt 218 16 einem 1
5 sample-data/web/de/konrad.txt 219 483 akt 5
5 sample-data/web/de/konrad.txt 220 484 sondern 1
5 sample-data/web/de/konrad.txt 221 16 einem 1
5 sample-data/web/de/konrad.txt 222 485 lang 3
5 sample-data/web/de/konrad.txt 223 486 dauernden 2
5 sample-data/web/de/konrad.txt 224 487 prozess 1
5 sample-data/web/de/konrad.txt 225 488 entstand 5
5 sample-data/web/de/konrad.txt 226 489 gleichwohl 6
5 sample-data/web/de/konrad.txt 227 102 wird 9
5 sample-data/web/de/konrad.txt 228 374 konrad 1
5 sample-data/web/de/konrad.txt 229 62 als 6
5 sample-data/web/de/konrad.txt 230 490 wichtiger 1
5 sample-data/web/de/konrad.txt 231 491 akteur 2
5 sample-data/web/de/konrad.txt 232 190 dieser 6
5 sample-data/web/de/konrad.txt 233 492 entwicklung 1
5 sample-data/web/de/konrad.txt 234 493 angesehen 1
6 sample-data/web/de/marcellinus.txt 0 494 ammianus 1
6 sample-data/web/de/marcellinus.txt 1 495 marcellinus 6
6 sample-data/web/de/marcellinus.txt 2 369 um 6
6 sample-data/web/de/marcellinus.txt 3 496 antiochia 1
6 sample-data/web/de/marcellinus.txt 4 497 orontes 4
6 sample-data/web/de/marcellinus.txt 5 498 syrien 2
6 sample-data/web/de/marcellinus.txt 6 369 um 6
6 sample-data/web/de/marcellinus.txt 7 47 sp 1
6 sample-data/web/de/marcellinus.txt 8 499 testens 7
6 sample-data/web/de/marcellinus.txt 9 369 um 6
6 sample-data/web/de/marcellinus.txt 10 500 wahrscheinlich 6
6 sample-data/web/de/marcellinus.txt 11 501 rom 6
6 sample-data/web/de/marcellinus.txt 12 1 war 1
6 sample-data/web/de/marcellinus.txt 13 75 ein 6
6 sample-data/web/de/marcellinus.txt 14 502 mischer 7
6 sample-data/web/de/marcellinus.txt 15 503 historiker 1
6 sample-data/web/de/marcellinus.txt 16 204 er 1
6 sample-data/web/de/marcellinus.txt 17 87 ist 5
6 sample-data/web/de/marcellinus.txt 18 161 neben 6
6 sample-data/web/de/marcellinus.txt 19 504 prokopios 6
6 sample-data/web/de/marcellinus.txt 20 205 von 1
6 sample-data/web/de/marcellinus.txt 21 505 caesarea 1
6 sample-data/web/de/marcellinus.txt 22 2 der 5
6 sample-data/web/de/marcellinus.txt 23 506 bedeutendste 1
6 sample-data/web/de/marcellinus.txt 24 47 sp 1
6 sample-data/web/de/marcellinus.txt 25 507 tantike 8
6 sample-data/web/de/marcellinus.txt 26 508 geschichtsschreiber 6
6 sample-data/web/de/marcellinus.txt 27 9 und 5
6 sample-data/web/de/marcellinus.txt 28 509 schrieb 6
6 sample-data/web/de/marcellinus.txt 29 510 lateinischer 1
6 sample-data/web/de/marcellinus.txt 30 354 sprache 6
6 sample-data/web/de/marcellinus.txt 31 511 obwohl 9
6 sample-data/web/de/marcellinus.txt 32 432 seine 1
6 sample-data/web/de/marcellinus.txt 33 512 muttersprache 6
6 sample-data/web/de/marcellinus.txt 34 82 das 9
6 sample-data/web/de/marcellinus.txt 35 513 griechische 5
6 sample-data/web/de/marcellinus.txt 36 1 war 1
6 sample-data/web/de/marcellinus.txt 37 432 seine 1
6 sample-data/web/de/marcellinus.txt 38 514 res 5
6 sample-data/web/de/marcellinus.txt 39 515 gestae 5
6 sample-data/web/de/marcellinus.txt 40 516 sind 1
6 sample-data/web/de/marcellinus.txt 41 82 das 9
6 sample-data/web/de/marcellinus.txt 42 517 letzte 1
6 sample-data/web/de/marcellinus.txt 43 518 bedeutende 6
6 sample-data/web/de/marcellinus.txt 44 519 lateinische 4
6 sample-data/web/de/marcellinus.txt 45 520 geschichtswerk 5
6 sample-data/web/de/marcellinus.txt 46 2 der 5
6 sample-data/web/de/marcellinus.txt 47 521 antike 6
6 sample-data/web/de/marcellinus.txt 48 20 die 6
6 sample-data/web/de/marcellinus.txt 49 522 erhaltenen 6
6 sample-data/web/de/marcellinus.txt 50 523 teile 1
6 sample-data/web/de/marcellinus.txt 51 524 umfassen 6
6 sample-data/web/de/marcellinus.txt 52 20 die 6
6 sample-data/web/de/marcellinus.txt 53 121 jahre 9
6 sample-data/web/de/marcellinus.txt 54 205 von 1
6 sample-data/web/de/marcellinus.txt 55 207 bis 6
6 sample-data/web/de/marcellinus.txt 56 9 und 5
6 sample-data/web/de/marcellinus.txt 57 525 beschreiben 7
6 sample-data/web/de/marcellinus.txt 58 20 die 6
6 sample-data/web/de/marcellinus.txt 59 136 zeit 6
6 sample-data/web/de/marcellinus.txt 60 526 unmittelbar 2
6 sample-data/web/de/marcellinus.txt 61 214 vor 5
6 sample-data/web/de/marcellinus.txt 62 334 beginn 2
6 sample-data/web/de/marcellinus.txt 63 2 der 5
6 sample-data/web/de/marcellinus.txt 64 50 gro 5
6 sample-data/web/de/marcellinus.txt 65 208 en 5
6 sample-data/web/de/marcellinus.txt 66 527 lkerwanderung 9
6 sample-data/web/de/marcellinus.txt 67 2 der 5
6 sample-data/web/de/marcellinus.txt 68 110 sich 5
6 sample-data/web/de/marcellinus.txt 69 20 die 6
6 sample-data/web/de/marcellinus.txt 70 521 antike 6
6 sample-data/web/de/marcellinus.txt 71 528 mittelmeerwelt 1
6 sample-data/web/de/marcellinus.txt 72 529 grundlegend 6
6 sample-data/web/de/marcellinus.txt 73 530 ver 5
6 sample-data/web/de/marcellinus.txt 74 531 ndern 1
6 sample-data/web/de/marcellinus.txt 75 532 sollte 1
6 sample-data/web/de/marcellinus.txt 76 494 ammianus 1
6 sample-data/web/de/marcellinus.txt 77 233 hat 8
6 sample-data/web/de/marcellinus.txt 78 62 als 6
6 sample-data/web/de/marcellinus.txt 79 533 soldat 8
6 sample-data/web/de/marcellinus.txt 80 303 unter 5
6 sample-data/web/de/marcellinus.txt 81 173 den 6
